id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Epithelial|Epithelial	Myofibroblast_Mesothelium|Myofibroblast_Mesothelium	Myofibroblast_Mesothelium|Fibroblasts	Myofibroblast_Mesothelium|Pericytes	Myofibroblast_Mesothelium|Endothelial	Myofibroblast_Mesothelium|Immune	Fibroblasts|Myofibroblast_Mesothelium	Fibroblasts|Fibroblasts	Fibroblasts|Pericytes	Fibroblasts|Endothelial	Fibroblasts|Immune	Pericytes|Myofibroblast_Mesothelium	Pericytes|Fibroblasts	Pericytes|Pericytes	Pericytes|Endothelial	Pericytes|Immune	Endothelial|Myofibroblast_Mesothelium	Endothelial|Fibroblasts	Endothelial|Pericytes	Endothelial|Endothelial	Endothelial|Immune	Immune|Myofibroblast_Mesothelium	Immune|Fibroblasts	Immune|Pericytes	Immune|Endothelial	Immune|Immune	Muscle|Muscle	Muscle|Neural	Muscle|Fibroblasts	Muscle|Pericytes	Muscle|Endothelial	Muscle|Immune	Neural|Muscle	Neural|Neural	Neural|Fibroblasts	Neural|Pericytes	Neural|Endothelial	Neural|Immune	Fibroblasts|Muscle	Fibroblasts|Neural	Pericytes|Muscle	Pericytes|Neural	Endothelial|Muscle	Endothelial|Neural	Immune|Muscle	Immune|Neural
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	IGF2	IGF1R	False	False	False	user_curated	False	0.125	0.084	0.071	0.072	0.21	0.066	0.08	0.067	0.067	0.205	0.061	0.097	0.084	0.085	0.223	0.079	0.099	0.086	0.087	0.225	0.081	0.0	0.0	0.0	0.0	0.0	0.057	0.093	0.06	0.061	0.198	0.054	0.051	0.088	0.054	0.055	0.193	0.049	0.063	0.1	0.081	0.118	0.083	0.119	0.0	0.0
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	False	False	False	user_curated	False	0.092	0.208	0.195	0.196	0.334	0.19	0.093	0.079	0.08	0.218	0.074	0.078	0.064	0.065	0.203	0.059	0.092	0.078	0.079	0.217	0.073	0.107	0.093	0.094	0.232	0.088	0.076	0.113	0.079	0.08	0.218	0.074	0.061	0.098	0.064	0.065	0.203	0.059	0.076	0.113	0.061	0.098	0.075	0.112	0.09	0.127
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	IGF2	IGF2R	False	False	False	user_curated	False	0.144	0.045	0.044	0.052	0.125	0.045	0.041	0.04	0.048	0.12	0.041	0.058	0.057	0.065	0.138	0.058	0.06	0.059	0.067	0.14	0.06	0.0	0.0	0.0	0.0	0.0	0.051	0.065	0.033	0.041	0.113	0.034	0.046	0.059	0.028	0.036	0.108	0.028	0.058	0.072	0.076	0.089	0.078	0.091	0.0	0.0
CPI-SC078AA674E	IGF2_P23229_P16144	simple:P01344	complex:P23229_P16144	IGF2		False	False	False	user_curated	False	0.096	0.026	0.028	0.026	0.124	0.0	0.022	0.023	0.022	0.12	0.0	0.039	0.041	0.039	0.137	0.0	0.041	0.043	0.041	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.02	0.017	0.015	0.113	0.0	0.008	0.014	0.011	0.009	0.108	0.0	0.02	0.027	0.038	0.044	0.039	0.046	0.0	0.0
CPI-SC089CBCA1A	IGF1_P23229_P16144	simple:P05019	complex:P23229_P16144	IGF1		False	False	False	user_curated	False	0.063	0.15	0.152	0.15	0.248	0.0	0.035	0.036	0.034	0.133	0.0	0.02	0.021	0.02	0.118	0.0	0.034	0.035	0.034	0.132	0.0	0.049	0.05	0.049	0.147	0.0	0.033	0.04	0.036	0.035	0.133	0.0	0.018	0.024	0.021	0.019	0.118	0.0	0.033	0.04	0.018	0.025	0.032	0.039	0.047	0.054
CPI-SS0A08FD80E	PTN_NCL	simple:P21246	simple:P19338	PTN	NCL	False	False	False	user_curated	False	0.357	1.074	1.008	1.215	1.036	0.977	0.992	0.926	1.134	0.955	0.895	0.873	0.807	1.014	0.836	0.776	0.516	0.449	0.657	0.478	0.418	0.48	0.413	0.621	0.442	0.382	0.791	0.864	0.794	1.002	0.823	0.763	0.683	0.755	0.686	0.894	0.715	0.655	0.922	0.995	0.803	0.876	0.446	0.518	0.41	0.482
CPI-SS024B70001	MDK_NCL	simple:P21741	simple:P19338	MDK	NCL	False	False	False	user_curated	False	0.521	1.506	1.44	1.647	1.468	1.408	1.487	1.42	1.628	1.449	1.389	1.378	1.312	1.519	1.34	1.281	1.008	0.942	1.149	0.97	0.91	0.65	0.584	0.791	0.612	0.553	1.212	1.285	1.216	1.423	1.244	1.185	1.42	1.492	1.423	1.631	1.452	1.392	1.417	1.49	1.308	1.381	0.938	1.011	0.58	0.653
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	False	False	False	user_curated	False	0.081	0.69	0.709	0.0	0.691	0.0	0.609	0.628	0.0	0.609	0.0	0.489	0.508	0.0	0.49	0.0	0.132	0.151	0.0	0.132	0.0	0.096	0.115	0.0	0.096	0.0	0.488	0.718	0.496	0.0	0.477	0.0	0.38	0.609	0.388	0.0	0.369	0.0	0.62	0.849	0.501	0.73	0.143	0.372	0.107	0.336
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	False	False	False	user_curated	False	0.245	1.122	1.141	0.0	1.122	0.0	1.103	1.122	0.0	1.103	0.0	0.994	1.013	0.0	0.995	0.0	0.624	0.643	0.0	0.625	0.0	0.266	0.285	0.0	0.267	0.0	0.91	1.139	0.917	0.0	0.899	0.0	1.117	1.347	1.125	0.0	1.106	0.0	1.114	1.344	1.006	1.235	0.636	0.865	0.278	0.507
CPI-SC0548D4C1F	MDK_P23229_P05556	simple:P21741	complex:P23229_P05556	MDK		False	False	False	user_curated	False	0.36	1.156	1.138	1.138	1.526	1.164	1.137	1.119	1.119	1.507	1.144	1.028	1.01	1.01	1.398	1.036	0.658	0.64	0.64	1.028	0.666	0.3	0.282	0.282	0.67	0.308	0.904	0.983	0.914	0.915	1.302	0.94	1.112	1.19	1.121	1.122	1.51	1.147	1.109	1.187	1.0	1.078	0.63	0.708	0.272	0.35
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	MDK	LRP1	False	False	False	user_curated	False	0.36	1.384	1.36	1.25	1.157	1.183	1.364	1.341	1.231	1.138	1.164	1.256	1.232	1.123	1.029	1.056	0.886	0.862	0.752	0.659	0.685	0.528	0.504	0.395	0.302	0.328	1.086	0.977	1.136	1.027	0.934	0.96	1.294	1.184	1.344	1.234	1.141	1.167	1.291	1.181	1.182	1.073	0.812	0.703	0.454	0.345
CPI-SS06CE0CF64	CORT_SSR1	simple:O00230	simple:P30872	CORT	SSR1	False	False	False	user_curated	False	0.057	0.075	0.073	0.073	0.046	0.057	0.075	0.073	0.074	0.047	0.058	0.0	0.0	0.0	0.0	0.0	0.088	0.087	0.087	0.06	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.064	0.0	0.0	0.074	0.078	0.0	0.0
CPI-SS06CE0CF64	CORT_SSTR1	simple:O00230	simple:P30872	CORT	SSTR1	False	False	False	user_curated	False	0.057	0.075	0.073	0.073	0.046	0.057	0.075	0.073	0.074	0.047	0.058	0.0	0.0	0.0	0.0	0.0	0.088	0.087	0.087	0.06	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.064	0.0	0.0	0.074	0.078	0.0	0.0
CPI-SS0A512249D	SST_SSR1	simple:P61278	simple:P30872	SST	SSR1	False	False	False	user_curated	False	0.105	0.125	0.124	0.124	0.097	0.108	0.12	0.118	0.119	0.092	0.103	0.133	0.131	0.132	0.104	0.116	0.177	0.175	0.176	0.149	0.16	0.086	0.084	0.085	0.057	0.069	0.129	0.133	0.141	0.142	0.115	0.126	0.133	0.136	0.145	0.146	0.118	0.13	0.106	0.109	0.119	0.122	0.163	0.167	0.072	0.075
CPI-SS0A512249D	SST_SSTR1	simple:P61278	simple:P30872	SST	SSTR1	False	False	False	user_curated	False	0.105	0.125	0.124	0.124	0.097	0.108	0.12	0.118	0.119	0.092	0.103	0.133	0.131	0.132	0.104	0.116	0.177	0.175	0.176	0.149	0.16	0.086	0.084	0.085	0.057	0.069	0.129	0.133	0.141	0.142	0.115	0.126	0.133	0.136	0.145	0.146	0.118	0.13	0.106	0.109	0.119	0.122	0.163	0.167	0.072	0.075
CPI-SS0A512249D	SMS_SSR1	simple:P61278	simple:P30872	SMS	SSR1	False	False	False	user_curated	False	0.105	0.125	0.124	0.124	0.097	0.108	0.12	0.118	0.119	0.092	0.103	0.133	0.131	0.132	0.104	0.116	0.177	0.175	0.176	0.149	0.16	0.086	0.084	0.085	0.057	0.069	0.129	0.133	0.141	0.142	0.115	0.126	0.133	0.136	0.145	0.146	0.118	0.13	0.106	0.109	0.119	0.122	0.163	0.167	0.072	0.075
CPI-SS0A512249D	SMS_SSTR1	simple:P61278	simple:P30872	SMS	SSTR1	False	False	False	user_curated	False	0.105	0.125	0.124	0.124	0.097	0.108	0.12	0.118	0.119	0.092	0.103	0.133	0.131	0.132	0.104	0.116	0.177	0.175	0.176	0.149	0.16	0.086	0.084	0.085	0.057	0.069	0.129	0.133	0.141	0.142	0.115	0.126	0.133	0.136	0.145	0.146	0.118	0.13	0.106	0.109	0.119	0.122	0.163	0.167	0.072	0.075
CPI-SS0C272BD3D	CORT_SSR2	simple:O00230	simple:P30874	CORT	SSR2	False	False	False	user_curated	False	0.162	0.258	0.228	0.274	0.18	0.131	0.258	0.229	0.274	0.181	0.132	0.0	0.0	0.0	0.0	0.0	0.271	0.242	0.288	0.194	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189	0.22	0.0	0.0	0.202	0.233	0.0	0.0
CPI-SS0C272BD3D	CORT_SSTR2	simple:O00230	simple:P30874	CORT	SSTR2	False	False	False	user_curated	False	0.162	0.258	0.228	0.274	0.18	0.131	0.258	0.229	0.274	0.181	0.132	0.0	0.0	0.0	0.0	0.0	0.271	0.242	0.288	0.194	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189	0.22	0.0	0.0	0.202	0.233	0.0	0.0
CPI-SS0FE594C97	SST_SSR2	simple:P61278	simple:P30874	SST	SSR2	False	False	False	user_curated	False	0.21	0.308	0.279	0.325	0.231	0.182	0.303	0.274	0.319	0.226	0.177	0.316	0.286	0.332	0.239	0.19	0.36	0.331	0.376	0.283	0.234	0.269	0.24	0.285	0.192	0.143	0.257	0.288	0.297	0.343	0.249	0.2	0.26	0.292	0.3	0.346	0.253	0.204	0.234	0.265	0.246	0.278	0.291	0.322	0.2	0.231
CPI-SS0FE594C97	SST_SSTR2	simple:P61278	simple:P30874	SST	SSTR2	False	False	False	user_curated	False	0.21	0.308	0.279	0.325	0.231	0.182	0.303	0.274	0.319	0.226	0.177	0.316	0.286	0.332	0.239	0.19	0.36	0.331	0.376	0.283	0.234	0.269	0.24	0.285	0.192	0.143	0.257	0.288	0.297	0.343	0.249	0.2	0.26	0.292	0.3	0.346	0.253	0.204	0.234	0.265	0.246	0.278	0.291	0.322	0.2	0.231
CPI-SS0FE594C97	SMS_SSR2	simple:P61278	simple:P30874	SMS	SSR2	False	False	False	user_curated	False	0.21	0.308	0.279	0.325	0.231	0.182	0.303	0.274	0.319	0.226	0.177	0.316	0.286	0.332	0.239	0.19	0.36	0.331	0.376	0.283	0.234	0.269	0.24	0.285	0.192	0.143	0.257	0.288	0.297	0.343	0.249	0.2	0.26	0.292	0.3	0.346	0.253	0.204	0.234	0.265	0.246	0.278	0.291	0.322	0.2	0.231
CPI-SS0FE594C97	SMS_SSTR2	simple:P61278	simple:P30874	SMS	SSTR2	False	False	False	user_curated	False	0.21	0.308	0.279	0.325	0.231	0.182	0.303	0.274	0.319	0.226	0.177	0.316	0.286	0.332	0.239	0.19	0.36	0.331	0.376	0.283	0.234	0.269	0.24	0.285	0.192	0.143	0.257	0.288	0.297	0.343	0.249	0.2	0.26	0.292	0.3	0.346	0.253	0.204	0.234	0.265	0.246	0.278	0.291	0.322	0.2	0.231
CPI-SS008509DBD	CORT_SSR4	simple:O00230	simple:P31391	CORT	SSR4	False	False	False	user_curated	False	0.358	0.319	0.285	0.327	0.265	0.318	0.319	0.286	0.328	0.266	0.319	0.0	0.0	0.0	0.0	0.0	0.333	0.299	0.341	0.279	0.332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.253	0.344	0.0	0.0	0.266	0.358	0.0	0.0
CPI-SS098B7BE0A	SST_SSR4	simple:P61278	simple:P31391	SST	SSR4	False	False	False	user_curated	False	0.406	0.37	0.336	0.378	0.316	0.369	0.364	0.331	0.373	0.311	0.364	0.377	0.343	0.386	0.323	0.376	0.421	0.388	0.43	0.368	0.421	0.33	0.297	0.339	0.277	0.33	0.321	0.412	0.354	0.396	0.334	0.387	0.324	0.416	0.357	0.4	0.337	0.39	0.298	0.389	0.31	0.402	0.355	0.446	0.263	0.355
CPI-SS098B7BE0A	SMS_SSR4	simple:P61278	simple:P31391	SMS	SSR4	False	False	False	user_curated	False	0.406	0.37	0.336	0.378	0.316	0.369	0.364	0.331	0.373	0.311	0.364	0.377	0.343	0.386	0.323	0.376	0.421	0.388	0.43	0.368	0.421	0.33	0.297	0.339	0.277	0.33	0.321	0.412	0.354	0.396	0.334	0.387	0.324	0.416	0.357	0.4	0.337	0.39	0.298	0.389	0.31	0.402	0.355	0.446	0.263	0.355
CPI-SS0AB20B9AD	CORT_SSR3	simple:O00230	simple:P32745	CORT	SSR3	False	False	False	user_curated	False	0.185	0.157	0.165	0.204	0.155	0.171	0.157	0.166	0.204	0.156	0.171	0.0	0.0	0.0	0.0	0.0	0.171	0.179	0.218	0.169	0.185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.167	0.0	0.0	0.169	0.181	0.0	0.0
CPI-SS05A3441B9	SST_SSR3	simple:P61278	simple:P32745	SST	SSR3	False	False	False	user_curated	False	0.233	0.208	0.216	0.255	0.206	0.222	0.202	0.211	0.249	0.201	0.216	0.215	0.224	0.262	0.213	0.229	0.259	0.268	0.307	0.258	0.274	0.168	0.177	0.215	0.166	0.182	0.223	0.236	0.234	0.273	0.224	0.24	0.227	0.239	0.238	0.276	0.227	0.243	0.2	0.212	0.213	0.225	0.257	0.269	0.166	0.178
CPI-SS05A3441B9	SMS_SSR3	simple:P61278	simple:P32745	SMS	SSR3	False	False	False	user_curated	False	0.233	0.208	0.216	0.255	0.206	0.222	0.202	0.211	0.249	0.201	0.216	0.215	0.224	0.262	0.213	0.229	0.259	0.268	0.307	0.258	0.274	0.168	0.177	0.215	0.166	0.182	0.223	0.236	0.234	0.273	0.224	0.24	0.227	0.239	0.238	0.276	0.227	0.243	0.2	0.212	0.213	0.225	0.257	0.269	0.166	0.178
CPI-SC0C06CDBBD	WNT9A_O00144_O75197	simple:O14904	complex:O00144_O75197	WNT9A		False	False	False	user_curated	False	0.002	0.0	0.004	0.005	0.006	0.0	0.0	0.007	0.008	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.006	0.007	0.008	0.0	0.0	0.006	0.005	0.006	0.007	0.0	0.0	0.008	0.0	0.0	0.0	0.003	0.0	0.0
CPI-SC0B53118EB	WNT4_O00144_O75197	simple:P56705	complex:O00144_O75197	WNT4		False	False	False	user_curated	False	0.001	0.0	0.013	0.015	0.016	0.0	0.0	0.009	0.01	0.011	0.0	0.0	0.002	0.003	0.004	0.0	0.0	0.004	0.005	0.006	0.0	0.0	0.008	0.01	0.011	0.0	0.0	0.005	0.004	0.005	0.007	0.0	0.0	0.011	0.009	0.01	0.012	0.0	0.0	0.01	0.0	0.003	0.0	0.005	0.0	0.01
CPI-SC0A973833C	WNT2B_O00144_O75197	simple:Q93097	complex:O00144_O75197	WNT2B		False	False	False	user_curated	False	0.026	0.0	0.089	0.09	0.091	0.0	0.0	0.071	0.072	0.073	0.0	0.0	0.022	0.023	0.024	0.0	0.0	0.033	0.034	0.035	0.0	0.0	0.009	0.01	0.011	0.0	0.0	0.029	0.028	0.029	0.03	0.0	0.0	0.021	0.02	0.021	0.022	0.0	0.0	0.072	0.0	0.023	0.0	0.034	0.0	0.01
CPI-SC04A17E55A	WNT6_O00144_O75197	simple:Q9Y6F9	complex:O00144_O75197	WNT6		False	False	False	user_curated	False	0.001	0.0	0.002	0.003	0.004	0.0	0.0	0.001	0.002	0.003	0.0	0.0	0.047	0.048	0.05	0.0	0.0	0.001	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.009	0.01	0.011	0.0	0.0	0.002	0.0	0.049	0.0	0.003	0.0	0.0
CPI-SC0E8D0FEA9	WNT9A_O60353_O75197	simple:O14904	complex:O60353_O75197	WNT9A		False	False	False	user_curated	False	0.01	0.005	0.006	0.0	0.071	0.0	0.008	0.009	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.007	0.008	0.0	0.073	0.0	0.015	0.006	0.007	0.0	0.071	0.0	0.017	0.008	0.0	0.0	0.012	0.003	0.0	0.0
CPI-SC08E88D327	WNT4_O60353_O75197	simple:P56705	complex:O60353_O75197	WNT4		False	False	False	user_curated	False	0.008	0.015	0.016	0.0	0.08	0.0	0.01	0.011	0.0	0.075	0.0	0.003	0.004	0.0	0.068	0.0	0.006	0.007	0.0	0.071	0.0	0.01	0.011	0.0	0.075	0.0	0.014	0.005	0.007	0.0	0.071	0.0	0.019	0.01	0.012	0.0	0.076	0.0	0.019	0.01	0.011	0.003	0.014	0.005	0.018	0.009
CPI-SC02F58CC8C	WNT2B_O60353_O75197	simple:Q93097	complex:O60353_O75197	WNT2B		False	False	False	user_curated	False	0.033	0.09	0.091	0.0	0.155	0.0	0.073	0.073	0.0	0.138	0.0	0.023	0.024	0.0	0.089	0.0	0.034	0.035	0.0	0.1	0.0	0.011	0.012	0.0	0.076	0.0	0.037	0.028	0.03	0.0	0.094	0.0	0.03	0.021	0.022	0.0	0.087	0.0	0.081	0.072	0.032	0.023	0.043	0.034	0.019	0.01
CPI-SC0E2A7F68D	WNT6_O60353_O75197	simple:Q9Y6F9	complex:O60353_O75197	WNT6		False	False	False	user_curated	False	0.009	0.004	0.004	0.0	0.069	0.0	0.002	0.003	0.0	0.068	0.0	0.049	0.05	0.0	0.114	0.0	0.003	0.004	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.01	0.011	0.0	0.075	0.0	0.011	0.002	0.057	0.048	0.011	0.002	0.0	0.0
CPI-SC07D95D8F1	WNT9A_O75084_O75197	simple:O14904	complex:O75084_O75197	WNT9A		False	False	False	user_curated	False	0.034	0.065	0.055	0.056	0.018	0.011	0.068	0.058	0.059	0.021	0.014	0.0	0.0	0.0	0.0	0.0	0.063	0.053	0.055	0.016	0.009	0.0	0.0	0.0	0.0	0.0	0.082	0.036	0.057	0.058	0.02	0.013	0.081	0.035	0.056	0.057	0.019	0.012	0.083	0.038	0.0	0.0	0.078	0.033	0.0	0.0
CPI-SC0CFEC9AB1	WNT4_O75084_O75197	simple:P56705	complex:O75084_O75197	WNT4		False	False	False	user_curated	False	0.032	0.074	0.064	0.066	0.027	0.021	0.069	0.06	0.061	0.022	0.016	0.062	0.053	0.054	0.015	0.009	0.065	0.055	0.057	0.018	0.011	0.069	0.059	0.061	0.022	0.016	0.08	0.035	0.055	0.057	0.018	0.011	0.086	0.04	0.06	0.062	0.023	0.017	0.085	0.039	0.078	0.032	0.08	0.035	0.085	0.039
CPI-SC01ECB5380	WNT2B_O75084_O75197	simple:Q93097	complex:O75084_O75197	WNT2B		False	False	False	user_curated	False	0.057	0.149	0.14	0.141	0.102	0.096	0.132	0.122	0.123	0.085	0.078	0.082	0.073	0.074	0.036	0.029	0.093	0.084	0.085	0.047	0.04	0.07	0.06	0.062	0.023	0.016	0.104	0.058	0.079	0.08	0.041	0.035	0.096	0.051	0.071	0.072	0.034	0.027	0.147	0.102	0.098	0.053	0.109	0.064	0.085	0.04
CPI-SC07A2652A3	WNT6_O75084_O75197	simple:Q9Y6F9	complex:O75084_O75197	WNT6		False	False	False	user_curated	False	0.033	0.063	0.053	0.054	0.016	0.009	0.062	0.052	0.053	0.015	0.008	0.108	0.098	0.1	0.061	0.054	0.062	0.053	0.054	0.015	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.039	0.06	0.061	0.022	0.016	0.077	0.032	0.123	0.078	0.078	0.032	0.0	0.0
CPI-SC0238858D3	WNT9A_Q13467_O75197	simple:O14904	complex:Q13467_O75197	WNT9A		False	False	False	user_curated	False	0.089	0.009	0.015	0.028	0.031	0.015	0.012	0.018	0.031	0.034	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.013	0.026	0.029	0.013	0.0	0.0	0.0	0.0	0.0	0.015	0.033	0.017	0.03	0.033	0.017	0.014	0.032	0.016	0.029	0.032	0.015	0.016	0.034	0.0	0.0	0.011	0.029	0.0	0.0
CPI-SC0BBCC77A4	WNT4_Q13467_O75197	simple:P56705	complex:Q13467_O75197	WNT4		False	False	False	user_curated	False	0.088	0.018	0.024	0.038	0.04	0.024	0.014	0.019	0.033	0.036	0.019	0.007	0.012	0.026	0.029	0.012	0.009	0.015	0.028	0.031	0.015	0.013	0.019	0.033	0.035	0.019	0.013	0.031	0.015	0.028	0.031	0.015	0.018	0.036	0.02	0.034	0.036	0.02	0.018	0.036	0.011	0.029	0.013	0.031	0.017	0.035
CPI-SC034ACA96A	WNT2B_Q13467_O75197	simple:Q93097	complex:Q13467_O75197	WNT2B		False	False	False	user_curated	False	0.112	0.094	0.099	0.113	0.116	0.099	0.076	0.082	0.095	0.098	0.082	0.027	0.033	0.046	0.049	0.033	0.038	0.044	0.057	0.06	0.044	0.014	0.02	0.033	0.036	0.02	0.037	0.055	0.038	0.052	0.055	0.038	0.029	0.047	0.031	0.044	0.047	0.031	0.08	0.098	0.031	0.049	0.042	0.06	0.018	0.036
CPI-SC04224B098	WNT6_Q13467_O75197	simple:Q9Y6F9	complex:Q13467_O75197	WNT6		False	False	False	user_curated	False	0.088	0.007	0.013	0.026	0.029	0.013	0.006	0.012	0.025	0.028	0.012	0.052	0.058	0.071	0.074	0.058	0.006	0.012	0.026	0.028	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.036	0.019	0.033	0.036	0.019	0.01	0.028	0.056	0.074	0.01	0.029	0.0	0.0
CPI-SC0916BE5A5	WNT9A_Q14332_O75197	simple:O14904	complex:Q14332_O75197	WNT9A		False	False	False	user_curated	False	0.01	0.065	0.055	0.042	0.019	0.017	0.068	0.058	0.045	0.022	0.02	0.0	0.0	0.0	0.0	0.0	0.063	0.053	0.04	0.017	0.015	0.0	0.0	0.0	0.0	0.0	0.082	0.032	0.057	0.044	0.021	0.019	0.081	0.031	0.056	0.043	0.02	0.018	0.083	0.033	0.0	0.0	0.078	0.029	0.0	0.0
CPI-SC0F5F1246D	WNT4_Q14332_O75197	simple:P56705	complex:Q14332_O75197	WNT4		False	False	False	user_curated	False	0.009	0.074	0.064	0.051	0.029	0.027	0.069	0.06	0.047	0.024	0.022	0.062	0.053	0.04	0.017	0.015	0.065	0.055	0.042	0.02	0.017	0.069	0.059	0.046	0.024	0.022	0.08	0.031	0.055	0.042	0.02	0.017	0.086	0.036	0.06	0.047	0.025	0.023	0.085	0.035	0.078	0.028	0.08	0.031	0.085	0.035
CPI-SC0C6349617	WNT2B_Q14332_O75197	simple:Q93097	complex:Q14332_O75197	WNT2B		False	False	False	user_curated	False	0.034	0.149	0.14	0.127	0.104	0.102	0.132	0.122	0.109	0.086	0.084	0.082	0.073	0.06	0.037	0.035	0.093	0.084	0.071	0.048	0.046	0.07	0.06	0.047	0.025	0.022	0.104	0.054	0.079	0.066	0.043	0.041	0.096	0.046	0.071	0.058	0.035	0.033	0.147	0.098	0.098	0.048	0.109	0.059	0.085	0.036
CPI-SC0E813ADB8	WNT6_Q14332_O75197	simple:Q9Y6F9	complex:Q14332_O75197	WNT6		False	False	False	user_curated	False	0.01	0.063	0.053	0.04	0.017	0.015	0.062	0.052	0.039	0.016	0.014	0.108	0.098	0.085	0.063	0.06	0.062	0.053	0.04	0.017	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.035	0.06	0.047	0.024	0.022	0.077	0.027	0.123	0.074	0.078	0.028	0.0	0.0
CPI-SC06E9CD488	WNT9A_Q9H461_O75197	simple:O14904	complex:Q9H461_O75197	WNT9A		False	False	False	user_curated	False	0.014	0.065	0.041	0.028	0.04	0.006	0.068	0.044	0.031	0.043	0.009	0.0	0.0	0.0	0.0	0.0	0.063	0.039	0.026	0.038	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.043	0.029	0.042	0.008	0.0	0.035	0.042	0.028	0.041	0.007	0.0	0.038	0.0	0.0	0.0	0.033	0.0	0.0
CPI-SC0281AB653	WNT4_Q9H461_O75197	simple:P56705	complex:Q9H461_O75197	WNT4		False	False	False	user_curated	False	0.013	0.074	0.051	0.037	0.05	0.016	0.069	0.046	0.032	0.045	0.011	0.062	0.039	0.025	0.038	0.004	0.065	0.041	0.028	0.04	0.007	0.069	0.046	0.032	0.045	0.011	0.0	0.035	0.041	0.028	0.041	0.007	0.0	0.04	0.047	0.033	0.046	0.012	0.0	0.039	0.0	0.032	0.0	0.035	0.0	0.039
CPI-SC0E2E03198	WNT2B_Q9H461_O75197	simple:Q93097	complex:Q9H461_O75197	WNT2B		False	False	False	user_curated	False	0.037	0.149	0.126	0.112	0.125	0.091	0.132	0.108	0.095	0.107	0.074	0.082	0.059	0.046	0.058	0.024	0.093	0.07	0.056	0.069	0.035	0.07	0.046	0.033	0.046	0.012	0.0	0.058	0.065	0.051	0.064	0.03	0.0	0.051	0.057	0.044	0.056	0.022	0.0	0.102	0.0	0.053	0.0	0.064	0.0	0.04
CPI-SC0D9F9EAC4	WNT6_Q9H461_O75197	simple:Q9Y6F9	complex:Q9H461_O75197	WNT6		False	False	False	user_curated	False	0.013	0.063	0.039	0.026	0.038	0.004	0.062	0.038	0.025	0.037	0.003	0.108	0.085	0.071	0.084	0.05	0.062	0.039	0.025	0.038	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.046	0.032	0.045	0.011	0.0	0.032	0.0	0.078	0.0	0.032	0.0	0.0
CPI-SC0456F779D	WNT9A_Q9NPG1_O75197	simple:O14904	complex:Q9NPG1_O75197	WNT9A		False	False	False	user_curated	False	0.014	0.037	0.022	0.018	0.016	0.01	0.04	0.025	0.021	0.019	0.013	0.0	0.0	0.0	0.0	0.0	0.035	0.02	0.016	0.014	0.008	0.0	0.0	0.0	0.0	0.0	0.032	0.036	0.024	0.02	0.018	0.011	0.031	0.035	0.023	0.019	0.017	0.01	0.033	0.038	0.0	0.0	0.028	0.033	0.0	0.0
